"순번","노선명(도로명)","도로종류","도로기능","도로규모","도로폭"
"17391","무명도로-80398","일반도로","국지도로","소로","6m미만"
"17392","무명도로-80399","일반도로","국지도로","소로","6m미만"
"17393","무명도로-80400","일반도로","국지도로","소로","6m미만"
"17394","무명도로-80401","일반도로","국지도로","소로","6m미만"
"17395","무명도로-80402","일반도로","국지도로","소로","6m미만"
"17396","무명도로-80403","일반도로","국지도로","소로","6m미만"
"17397","무명도로-80404","일반도로","국지도로","소로","6m미만"
"17398","무명도로-80405","일반도로","국지도로","소로","6m미만"
"17399","무명도로-80406","일반도로","국지도로","소로","6m미만"
"17400","무명도로-80407","일반도로","국지도로","소로","6m미만"
"17401","무명도로-80408","일반도로","국지도로","소로","6m미만"
"17402","무명도로-80409","일반도로","국지도로","소로","6m미만"
"17403","무명도로-80410","일반도로","국지도로","소로","6m미만"
"17404","무명도로-80412","일반도로","국지도로","소로","6m미만"
"17405","무명도로-80413","일반도로","국지도로","소로","6m미만"
"17406","무명도로-80414","일반도로","국지도로","소로","6m미만"
"17407","무명도로-80415","일반도로","국지도로","소로","6m미만"
"17408","무명도로-80416","일반도로","국지도로","소로","6m미만"
"17409","무명도로-80417","일반도로","국지도로","소로","6m미만"
"17410","무명도로-80418","일반도로","국지도로","소로","6m미만"
"17411","무명도로-80421","일반도로","국지도로","소로","6m미만"
"17412","무명도로-80422","일반도로","국지도로","소로","6m미만"
"17413","무명도로-80426","일반도로","국지도로","소로","6m미만"
"17414","무명도로-80427","일반도로","국지도로","소로","6m미만"
"17415","무명도로-80428","일반도로","국지도로","소로","6m미만"
"17416","무명도로-80429","일반도로","국지도로","소로","6m미만"
"17417","무명도로-8043","일반도로","기타","소로","6m미만"
"17418","무명도로-80431","일반도로","국지도로","소로","6m미만"
"17419","무명도로-80432","일반도로","국지도로","소로","6m미만"
"17420","무명도로-80433","일반도로","국지도로","소로","6m미만"
"17421","무명도로-80434","일반도로","국지도로","소로1류","폭10-12m"
"17422","무명도로-80437","일반도로","국지도로","소로","6m미만"
"17423","무명도로-80439","일반도로","국지도로","소로","6m미만"
"17424","무명도로-80440","일반도로","국지도로","소로3류","폭6-8m"
"17425","무명도로-80442","일반도로","국지도로","중로2류","폭15-20m"
"17426","무명도로-80443","일반도로","국지도로","소로","6m미만"
"17427","무명도로-80444","일반도로","국지도로","소로3류","폭6-8m"
"17428","무명도로-8045","일반도로","기타","소로","6m미만"
"17429","무명도로-80451","일반도로","국지도로","소로","6m미만"
"17430","무명도로-80452","일반도로","국지도로","소로","6m미만"
"17431","무명도로-80453","일반도로","국지도로","소로","6m미만"
"17432","무명도로-80454","일반도로","국지도로","소로","6m미만"
"17433","무명도로-80456","일반도로","국지도로","소로","6m미만"
"17434","무명도로-80457","일반도로","국지도로","소로","6m미만"
"17435","무명도로-80458","일반도로","국지도로","소로","6m미만"
"17436","무명도로-80459","일반도로","국지도로","소로","6m미만"
"17437","무명도로-8046","일반도로","기타","소로","6m미만"
"17438","무명도로-80460","일반도로","국지도로","소로","6m미만"
"17439","무명도로-80461","일반도로","국지도로","소로","6m미만"
"17440","무명도로-80462","일반도로","국지도로","소로","6m미만"
"17441","무명도로-80463","일반도로","국지도로","소로","6m미만"
"17442","무명도로-80464","일반도로","국지도로","소로","6m미만"
"17443","무명도로-80465","일반도로","국지도로","소로","6m미만"
"17444","무명도로-80466","일반도로","국지도로","소로","6m미만"
"17445","무명도로-80467","일반도로","국지도로","소로","6m미만"
"17446","무명도로-80468","일반도로","국지도로","소로","6m미만"
"17447","무명도로-80469","일반도로","국지도로","소로3류","폭6-8m"
"17448","무명도로-80470","일반도로","국지도로","중로1류","폭20-25m"
"17449","무명도로-80471","일반도로","국지도로","소로","6m미만"
"17450","무명도로-80474","일반도로","국지도로","소로3류","폭6-8m"
"17451","무명도로-80475","일반도로","국지도로","소로3류","폭6-8m"
"17452","무명도로-80476","일반도로","국지도로","소로","6m미만"
"17453","무명도로-80477","일반도로","국지도로","소로","6m미만"
"17454","무명도로-80483","일반도로","국지도로","소로","6m미만"
"17455","무명도로-80484","일반도로","국지도로","확인불가",""
"17456","무명도로-80490","일반도로","국지도로","소로","6m미만"
"17457","무명도로-80491","일반도로","국지도로","소로","6m미만"
"17458","무명도로-80492","일반도로","국지도로","소로","6m미만"
"17459","무명도로-80493","일반도로","국지도로","소로","6m미만"
"17460","무명도로-80494","일반도로","국지도로","소로","6m미만"
"17461","무명도로-80495","일반도로","국지도로","소로","6m미만"
"17462","무명도로-80496","일반도로","국지도로","소로3류","폭6-8m"
"17463","무명도로-80497","일반도로","국지도로","소로","6m미만"
"17464","무명도로-80498","일반도로","국지도로","소로","6m미만"
"17465","무명도로-80499","일반도로","국지도로","소로","6m미만"
"17466","무명도로-80500","일반도로","국지도로","소로","6m미만"
"17467","무명도로-80501","일반도로","국지도로","소로","6m미만"
"17468","무명도로-80502","일반도로","국지도로","소로","6m미만"
"17469","무명도로-80503","일반도로","국지도로","소로","6m미만"
"17470","무명도로-80505","일반도로","국지도로","소로","6m미만"
"17471","무명도로-80506","일반도로","국지도로","소로","6m미만"
"17472","무명도로-80510","일반도로","국지도로","소로","6m미만"
"17473","무명도로-80517","일반도로","국지도로","소로1류","폭10-12m"
"17474","무명도로-80518","일반도로","국지도로","소로","6m미만"
"17475","무명도로-80519","일반도로","국지도로","소로","6m미만"
"17476","무명도로-80520","일반도로","국지도로","소로","6m미만"
"17477","무명도로-80521","일반도로","국지도로","소로","6m미만"
"17478","무명도로-80522","일반도로","국지도로","소로","6m미만"
"17479","무명도로-80523","일반도로","국지도로","소로","6m미만"
"17480","무명도로-80524","일반도로","국지도로","소로","6m미만"
"17481","무명도로-80525","일반도로","국지도로","소로","6m미만"
"17482","무명도로-80526","일반도로","국지도로","소로","6m미만"
"17483","무명도로-80527","일반도로","국지도로","소로","6m미만"
"17484","무명도로-80528","일반도로","국지도로","소로","6m미만"
"17485","무명도로-80529","일반도로","국지도로","소로","6m미만"
"17486","무명도로-80530","일반도로","국지도로","소로","6m미만"
"17487","무명도로-80531","일반도로","국지도로","소로","6m미만"
"17488","무명도로-80532","일반도로","국지도로","소로","6m미만"
"17489","무명도로-80533","일반도로","국지도로","소로","6m미만"
"17490","무명도로-80534","일반도로","국지도로","소로","6m미만"
"17491","무명도로-80539","일반도로","국지도로","소로","6m미만"
"17492","무명도로-80540","일반도로","국지도로","소로1류","폭10-12m"
"17493","무명도로-80542","일반도로","국지도로","소로","6m미만"
"17494","무명도로-80544","일반도로","국지도로","확인불가",""
"17495","무명도로-80547","일반도로","국지도로","소로","6m미만"
"17496","무명도로-80548","일반도로","국지도로","소로","6m미만"
"17497","무명도로-80549","일반도로","국지도로","소로","6m미만"
"17498","무명도로-80550","일반도로","국지도로","소로","6m미만"
"17499","무명도로-80551","일반도로","국지도로","소로","6m미만"
"17500","무명도로-80552","일반도로","국지도로","소로","6m미만"
"17501","무명도로-80554","일반도로","국지도로","소로","6m미만"
"17502","무명도로-80556","일반도로","국지도로","소로","6m미만"
"17503","무명도로-80560","일반도로","국지도로","확인불가",""
"17504","무명도로-80561","일반도로","국지도로","확인불가",""
"17505","무명도로-80663","일반도로","국지도로","소로","6m미만"
"17506","무명도로-80762","일반도로","국지도로","소로2류","폭8-10m"
"17507","무명도로-8086","일반도로","기타","소로","6m미만"
"17508","무명도로-81089","일반도로","국지도로","소로","6m미만"
"17509","무명도로-8138","일반도로","기타","소로3류","폭6-8m"
"17510","무명도로-81453","일반도로","국지도로","소로","6m미만"
"17511","무명도로-816","일반도로","기타","소로","6m미만"
"17512","무명도로-8178","일반도로","기타","소로","6m미만"
"17513","무명도로-8180","일반도로","기타","중로1류","폭20-25m"
"17514","무명도로-8181","일반도로","기타","확인불가",""
"17515","무명도로-8182","일반도로","기타","소로3류","폭6-8m"
"17516","무명도로-8186","일반도로","기타","소로","6m미만"
"17517","무명도로-8187","일반도로","기타","소로","6m미만"
"17518","무명도로-8188","일반도로","기타","소로","6m미만"
"17519","무명도로-8195","일반도로","기타","소로","6m미만"
"17520","무명도로-8196","일반도로","기타","소로","6m미만"
"17521","무명도로-8199","일반도로","기타","소로1류","폭10-12m"
"17522","무명도로-82","일반도로","기타","소로2류","폭8-10m"
"17523","무명도로-8202","일반도로","기타","소로","6m미만"
"17524","무명도로-8225","일반도로","기타","소로","6m미만"
"17525","무명도로-8235","일반도로","기타","소로","6m미만"
"17526","무명도로-8239","일반도로","기타","소로","6m미만"
"17527","무명도로-8240","일반도로","기타","소로","6m미만"
"17528","무명도로-8241","일반도로","기타","소로","6m미만"
"17529","무명도로-8242","일반도로","기타","소로","6m미만"
"17530","무명도로-8243","일반도로","기타","소로1류","폭10-12m"
"17531","무명도로-8249","일반도로","기타","소로","6m미만"
"17532","무명도로-8269","일반도로","기타","소로","6m미만"
"17533","무명도로-8278","일반도로","기타","소로","6m미만"
"17534","무명도로-828","일반도로","기타","소로3류","폭6-8m"
"17535","무명도로-829","일반도로","기타","소로","6m미만"
"17536","무명도로-8293","일반도로","기타","소로","6m미만"
"17537","무명도로-8294","일반도로","기타","소로","6m미만"
"17538","무명도로-82956","일반도로","국지도로","소로","6m미만"
"17539","무명도로-8301","일반도로","기타","소로3류","폭6-8m"
"17540","무명도로-83059","일반도로","국지도로","소로","6m미만"
"17541","무명도로-8325","일반도로","기타","소로3류","폭6-8m"
"17542","무명도로-8326","일반도로","기타","소로3류","폭6-8m"
"17543","무명도로-8332","일반도로","기타","소로3류","폭6-8m"
"17544","무명도로-8354","일반도로","기타","중로1류","폭20-25m"
"17545","무명도로-83613","일반도로","국지도로","소로","6m미만"
"17546","무명도로-8364","일반도로","기타","소로","6m미만"
"17547","무명도로-8380","일반도로","기타","소로","6m미만"
"17548","무명도로-8382","일반도로","기타","소로","6m미만"
"17549","무명도로-8384","일반도로","기타","소로","6m미만"
"17550","무명도로-8387","일반도로","기타","소로3류","폭6-8m"
"17551","무명도로-8390","일반도로","기타","소로","6m미만"
"17552","무명도로-8391","일반도로","기타","소로","6m미만"
"17553","무명도로-83921","일반도로","국지도로","소로","6m미만"
"17554","무명도로-8397","일반도로","기타","소로","6m미만"
"17555","무명도로-8399","일반도로","기타","소로","6m미만"
"17556","무명도로-8405","일반도로","기타","소로3류","폭6-8m"
"17557","무명도로-84138","일반도로","국지도로","소로","6m미만"
"17558","무명도로-843","일반도로","국지도로","소로","6m미만"
"17559","무명도로-8470","일반도로","기타","소로","6m미만"
"17560","무명도로-84762","일반도로","국지도로","대로2류","폭30-35m"
"17561","무명도로-84976","일반도로","국지도로","소로","6m미만"
"17562","무명도로-8500","일반도로","기타","소로","6m미만"
"17563","무명도로-8502","일반도로","기타","소로","6m미만"
"17564","무명도로-8506","일반도로","기타","소로","6m미만"
"17565","무명도로-8508","일반도로","기타","소로","6m미만"
"17566","무명도로-8513","일반도로","기타","소로","6m미만"
"17567","무명도로-8514","일반도로","기타","소로","6m미만"
"17568","무명도로-8515","일반도로","기타","소로","6m미만"
"17569","무명도로-8516","일반도로","기타","소로","6m미만"
"17570","무명도로-8517","일반도로","기타","소로","6m미만"
"17571","무명도로-8522","일반도로","기타","소로","6m미만"
"17572","무명도로-85413","일반도로","국지도로","소로","6m미만"
"17573","무명도로-85415","일반도로","국지도로","확인불가",""
"17574","무명도로-85416","일반도로","국지도로","소로","6m미만"
"17575","무명도로-8548","일반도로","기타","소로","6m미만"
"17576","무명도로-85717","일반도로","국지도로","소로","6m미만"
"17577","무명도로-8590","일반도로","기타","소로","6m미만"
"17578","무명도로-8591","일반도로","기타","소로","6m미만"
"17579","무명도로-8593","일반도로","기타","소로","6m미만"
"17580","무명도로-8594","일반도로","기타","소로","6m미만"
"17581","무명도로-85961","일반도로","국지도로","소로","6m미만"
"17582","무명도로-8598","일반도로","기타","소로","6m미만"
"17583","무명도로-86011","일반도로","국지도로","소로","6m미만"
"17584","무명도로-8603","일반도로","기타","소로","6m미만"
"17585","무명도로-86050","일반도로","국지도로","소로","6m미만"
"17586","무명도로-8612","일반도로","기타","소로","6m미만"
"17587","무명도로-8613","일반도로","기타","소로3류","폭6-8m"
"17588","무명도로-862","일반도로","기타","소로","6m미만"
"17589","무명도로-8621","일반도로","기타","소로","6m미만"
"17590","무명도로-8622","일반도로","기타","소로","6m미만"
"17591","무명도로-8624","일반도로","기타","소로3류","폭6-8m"
"17592","무명도로-8628","일반도로","기타","소로3류","폭6-8m"
"17593","무명도로-8629","일반도로","기타","소로3류","폭6-8m"
"17594","무명도로-8633","일반도로","기타","소로","6m미만"
"17595","무명도로-864","일반도로","기타","소로2류","폭8-10m"
"17596","무명도로-8647","일반도로","기타","소로","6m미만"
"17597","무명도로-8648","일반도로","기타","소로","6m미만"
"17598","무명도로-8649","일반도로","기타","소로","6m미만"
"17599","무명도로-865","일반도로","기타","소로","6m미만"
"17600","무명도로-8650","일반도로","기타","소로","6m미만"
"17601","무명도로-86537","일반도로","국지도로","소로","6m미만"
"17602","무명도로-8657","일반도로","기타","소로3류","폭6-8m"
"17603","무명도로-8665","일반도로","기타","중로1류","폭20-25m"
"17604","무명도로-8669","일반도로","기타","소로3류","폭6-8m"
"17605","무명도로-8672","일반도로","기타","소로","6m미만"
"17606","무명도로-8673","일반도로","기타","소로","6m미만"
"17607","무명도로-8674","일반도로","기타","소로2류","폭8-10m"
"17608","무명도로-86944","일반도로","국지도로","소로","6m미만"
"17609","무명도로-87","일반도로","기타","소로2류","폭8-10m"
"17610","무명도로-8715","일반도로","국지도로","소로","6m미만"
"17611","무명도로-8718","일반도로","기타","소로3류","폭6-8m"
"17612","무명도로-8722","일반도로","기타","소로2류","폭8-10m"
"17613","무명도로-8724","일반도로","기타","소로3류","폭6-8m"
"17614","무명도로-8727","일반도로","기타","소로","6m미만"
"17615","무명도로-8728","일반도로","기타","소로","6m미만"
"17616","무명도로-873","일반도로","기타","소로3류","폭6-8m"
"17617","무명도로-8761","일반도로","기타","소로3류","폭6-8m"
"17618","무명도로-8765","일반도로","기타","소로","6m미만"
"17619","무명도로-8767","일반도로","기타","소로2류","폭8-10m"
"17620","무명도로-8777","일반도로","기타","소로3류","폭6-8m"
"17621","무명도로-878","일반도로","기타","소로","6m미만"
"17622","무명도로-8786","일반도로","기타","소로3류","폭6-8m"
"17623","무명도로-8787","일반도로","기타","소로3류","폭6-8m"
"17624","무명도로-8800","일반도로","기타","소로","6m미만"
"17625","무명도로-8807","일반도로","기타","소로3류","폭6-8m"
"17626","무명도로-8810","일반도로","기타","소로","6m미만"
"17627","무명도로-8846","일반도로","기타","소로3류","폭6-8m"
"17628","무명도로-8849","일반도로","기타","소로","6m미만"
"17629","무명도로-8851","일반도로","기타","소로","6m미만"
"17630","무명도로-8852","일반도로","기타","소로","6m미만"
"17631","무명도로-8856","일반도로","기타","소로","6m미만"
"17632","무명도로-8857","일반도로","기타","소로","6m미만"
"17633","무명도로-8860","일반도로","기타","소로3류","폭6-8m"
"17634","무명도로-8861","일반도로","기타","소로","6m미만"
"17635","무명도로-8873","일반도로","기타","소로","6m미만"
"17636","무명도로-8874","일반도로","기타","소로2류","폭8-10m"
"17637","무명도로-8875","일반도로","기타","소로3류","폭6-8m"
"17638","무명도로-8883","일반도로","기타","소로3류","폭6-8m"
"17639","무명도로-8886","일반도로","기타","소로3류","폭6-8m"
"17640","무명도로-8888","일반도로","기타","소로3류","폭6-8m"
"17641","무명도로-8892","일반도로","기타","소로","6m미만"
"17642","무명도로-8908","일반도로","기타","소로","6m미만"
"17643","무명도로-891","일반도로","기타","소로","6m미만"
"17644","무명도로-89115","일반도로","국지도로","소로","6m미만"
"17645","무명도로-8922","일반도로","기타","소로","6m미만"
"17646","무명도로-8928","일반도로","기타","소로2류","폭8-10m"
"17647","무명도로-8940","일반도로","기타","소로","6m미만"
"17648","무명도로-8941","일반도로","기타","소로","6m미만"
"17649","무명도로-8947","일반도로","기타","소로","6m미만"
"17650","무명도로-89871","일반도로","국지도로","소로","6m미만"
"17651","무명도로-9","일반도로","국지도로","소로","6m미만"
"17652","무명도로-90002","일반도로","국지도로","소로","6m미만"
"17653","무명도로-90003","일반도로","국지도로","소로","6m미만"
"17654","무명도로-90008","일반도로","국지도로","소로","6m미만"
"17655","무명도로-90009","일반도로","국지도로","소로","6m미만"
"17656","무명도로-90012","일반도로","국지도로","소로","6m미만"
"17657","무명도로-90014","일반도로","국지도로","소로","6m미만"
"17658","무명도로-90016","일반도로","국지도로","소로","6m미만"
"17659","무명도로-90018","일반도로","국지도로","중로2류","폭15-20m"
"17660","무명도로-90019","일반도로","국지도로","소로","6m미만"
"17661","무명도로-90021","일반도로","국지도로","소로","6m미만"
"17662","무명도로-90022","일반도로","국지도로","소로","6m미만"
"17663","무명도로-90023","일반도로","국지도로","소로","6m미만"
"17664","무명도로-90024","일반도로","국지도로","소로","6m미만"
"17665","무명도로-90025","일반도로","국지도로","소로","6m미만"
"17666","무명도로-90026","일반도로","국지도로","소로","6m미만"
"17667","무명도로-90027","일반도로","국지도로","소로","6m미만"
"17668","무명도로-90028","일반도로","국지도로","소로","6m미만"
"17669","무명도로-90029","일반도로","국지도로","소로","6m미만"
"17670","무명도로-90030","일반도로","국지도로","소로","6m미만"
"17671","무명도로-90031","일반도로","국지도로","소로","6m미만"
"17672","무명도로-90032","일반도로","국지도로","소로","6m미만"
"17673","무명도로-90033","일반도로","국지도로","소로","6m미만"
"17674","무명도로-90034","일반도로","국지도로","소로","6m미만"
"17675","무명도로-90037","일반도로","국지도로","소로","6m미만"
"17676","무명도로-90038","일반도로","국지도로","소로","6m미만"
"17677","무명도로-90040","일반도로","국지도로","소로","6m미만"
"17678","무명도로-90041","일반도로","국지도로","소로","6m미만"
"17679","무명도로-90042","일반도로","국지도로","소로","6m미만"
"17680","무명도로-90044","일반도로","국지도로","소로","6m미만"
"17681","무명도로-90045","일반도로","국지도로","소로","6m미만"
"17682","무명도로-90048","일반도로","국지도로","소로","6m미만"
"17683","무명도로-90049","일반도로","국지도로","소로","6m미만"
"17684","무명도로-90050","일반도로","국지도로","소로","6m미만"
"17685","무명도로-90054","일반도로","국지도로","소로","6m미만"
"17686","무명도로-90056","일반도로","국지도로","소로","6m미만"
"17687","무명도로-90060","일반도로","국지도로","소로","6m미만"
"17688","무명도로-90063","일반도로","국지도로","소로","6m미만"
"17689","무명도로-90068","일반도로","국지도로","소로","6m미만"
"17690","무명도로-90069","일반도로","국지도로","소로","6m미만"
"17691","무명도로-90075","일반도로","국지도로","소로3류","폭6-8m"
"17692","무명도로-90076","일반도로","국지도로","소로","6m미만"
"17693","무명도로-90078","일반도로","국지도로","소로","6m미만"
"17694","무명도로-90079","일반도로","국지도로","소로","6m미만"
"17695","무명도로-90082","일반도로","국지도로","소로","6m미만"
"17696","무명도로-90085","일반도로","국지도로","소로","6m미만"
"17697","무명도로-90087","일반도로","국지도로","소로","6m미만"
"17698","무명도로-90092","일반도로","국지도로","소로","6m미만"
"17699","무명도로-90098","일반도로","국지도로","소로1류","폭10-12m"
"17700","무명도로-90100","일반도로","국지도로","소로","6m미만"
"17701","무명도로-90101","일반도로","국지도로","소로","6m미만"
"17702","무명도로-90103","일반도로","국지도로","소로","6m미만"
"17703","무명도로-90104","일반도로","국지도로","소로","6m미만"
"17704","무명도로-90105","일반도로","국지도로","소로","6m미만"
"17705","무명도로-90106","일반도로","국지도로","소로","6m미만"
"17706","무명도로-90107","일반도로","국지도로","소로","6m미만"
"17707","무명도로-90108","일반도로","국지도로","소로","6m미만"
"17708","무명도로-90111","일반도로","국지도로","소로3류","폭6-8m"
"17709","무명도로-90112","일반도로","국지도로","소로","6m미만"
"17710","무명도로-90115","일반도로","국지도로","소로","6m미만"
"17711","무명도로-90117","일반도로","국지도로","소로","6m미만"
"17712","무명도로-90118","일반도로","국지도로","소로","6m미만"
"17713","무명도로-90120","일반도로","국지도로","소로","6m미만"
"17714","무명도로-90122","일반도로","국지도로","소로","6m미만"
"17715","무명도로-90123","일반도로","국지도로","소로","6m미만"
"17716","무명도로-90124","일반도로","국지도로","소로","6m미만"
"17717","무명도로-90125","일반도로","국지도로","소로","6m미만"
"17718","무명도로-90126","일반도로","국지도로","소로","6m미만"
"17719","무명도로-90127","일반도로","국지도로","소로","6m미만"
"17720","무명도로-90129","일반도로","국지도로","소로","6m미만"
"17721","무명도로-90130","일반도로","국지도로","소로","6m미만"
"17722","무명도로-90132","일반도로","국지도로","소로","6m미만"
"17723","무명도로-90133","일반도로","국지도로","소로","6m미만"
"17724","무명도로-90135","일반도로","국지도로","소로","6m미만"
"17725","무명도로-90137","일반도로","국지도로","소로","6m미만"
"17726","무명도로-90138","일반도로","국지도로","소로","6m미만"
"17727","무명도로-90140","일반도로","국지도로","소로","6m미만"
"17728","무명도로-90141","일반도로","국지도로","소로","6m미만"
"17729","무명도로-90143","일반도로","국지도로","소로","6m미만"
"17730","무명도로-90144","일반도로","국지도로","소로","6m미만"
"17731","무명도로-90145","일반도로","국지도로","소로","6m미만"
"17732","무명도로-90146","일반도로","국지도로","소로","6m미만"
"17733","무명도로-90147","일반도로","국지도로","소로","6m미만"
"17734","무명도로-90149","일반도로","국지도로","소로","6m미만"
"17735","무명도로-90150","일반도로","국지도로","소로","6m미만"
"17736","무명도로-90151","일반도로","국지도로","소로","6m미만"
"17737","무명도로-90152","일반도로","국지도로","소로","6m미만"
"17738","무명도로-90153","일반도로","국지도로","소로","6m미만"
"17739","무명도로-90154","일반도로","국지도로","소로","6m미만"
"17740","무명도로-90156","일반도로","국지도로","소로","6m미만"
"17741","무명도로-90158","일반도로","국지도로","소로","6m미만"
"17742","무명도로-90159","일반도로","국지도로","소로","6m미만"
"17743","무명도로-90163","일반도로","국지도로","소로","6m미만"
"17744","무명도로-90164","일반도로","국지도로","소로","6m미만"
"17745","무명도로-90165","일반도로","국지도로","소로","6m미만"
"17746","무명도로-90166","일반도로","국지도로","소로","6m미만"
"17747","무명도로-90168","일반도로","국지도로","소로","6m미만"
"17748","무명도로-90169","일반도로","국지도로","소로","6m미만"
"17749","무명도로-90170","일반도로","국지도로","소로","6m미만"
"17750","무명도로-90171","일반도로","국지도로","소로","6m미만"
"17751","무명도로-90173","일반도로","국지도로","소로","6m미만"
"17752","무명도로-90174","일반도로","국지도로","소로3류","폭6-8m"
"17753","무명도로-90175","일반도로","국지도로","소로","6m미만"
"17754","무명도로-90176","일반도로","국지도로","소로3류","폭6-8m"
"17755","무명도로-90177","일반도로","국지도로","소로","6m미만"
"17756","무명도로-90178","일반도로","국지도로","소로","6m미만"
"17757","무명도로-90179","일반도로","국지도로","소로","6m미만"
"17758","무명도로-90181","일반도로","국지도로","소로","6m미만"
"17759","무명도로-90183","일반도로","국지도로","소로","6m미만"
"17760","무명도로-90185","일반도로","국지도로","소로","6m미만"
"17761","무명도로-90186","일반도로","국지도로","소로","6m미만"
"17762","무명도로-90187","일반도로","국지도로","소로","6m미만"
"17763","무명도로-90189","일반도로","국지도로","소로","6m미만"
"17764","무명도로-90191","일반도로","국지도로","소로","6m미만"
"17765","무명도로-90192","일반도로","국지도로","소로","6m미만"
"17766","무명도로-90193","일반도로","국지도로","소로","6m미만"
"17767","무명도로-90194","일반도로","국지도로","소로","6m미만"
"17768","무명도로-90195","일반도로","국지도로","소로","6m미만"
"17769","무명도로-90197","일반도로","국지도로","소로","6m미만"
"17770","무명도로-90198","일반도로","국지도로","소로","6m미만"
"17771","무명도로-90199","일반도로","국지도로","소로","6m미만"
"17772","무명도로-90201","일반도로","국지도로","소로","6m미만"
"17773","무명도로-90203","일반도로","국지도로","소로","6m미만"
"17774","무명도로-90207","일반도로","국지도로","소로","6m미만"
"17775","무명도로-90208","일반도로","국지도로","소로","6m미만"
"17776","무명도로-90209","일반도로","국지도로","소로","6m미만"
"17777","무명도로-90210","일반도로","국지도로","소로","6m미만"
"17778","무명도로-90212","일반도로","국지도로","소로","6m미만"
"17779","무명도로-90213","일반도로","국지도로","소로","6m미만"
"17780","무명도로-90214","일반도로","국지도로","소로","6m미만"
"17781","무명도로-90215","일반도로","국지도로","소로","6m미만"
"17782","무명도로-90216","일반도로","국지도로","소로","6m미만"
"17783","무명도로-90217","일반도로","국지도로","소로","6m미만"
"17784","무명도로-90219","일반도로","국지도로","소로","6m미만"
"17785","무명도로-90220","일반도로","국지도로","소로","6m미만"
"17786","무명도로-90221","일반도로","국지도로","소로","6m미만"
"17787","무명도로-90222","일반도로","국지도로","소로","6m미만"
"17788","무명도로-90223","일반도로","국지도로","소로","6m미만"
"17789","무명도로-90224","일반도로","국지도로","소로","6m미만"
"17790","무명도로-90226","일반도로","국지도로","소로","6m미만"
"17791","무명도로-90227","일반도로","국지도로","소로","6m미만"
"17792","무명도로-90230","일반도로","국지도로","소로","6m미만"
"17793","무명도로-90231","일반도로","국지도로","소로","6m미만"
"17794","무명도로-90232","일반도로","국지도로","소로","6m미만"
"17795","무명도로-90233","일반도로","국지도로","중로2류","폭15-20m"
"17796","무명도로-90234","일반도로","국지도로","소로","6m미만"
"17797","무명도로-90236","일반도로","국지도로","소로","6m미만"
"17798","무명도로-90237","일반도로","국지도로","소로","6m미만"
"17799","무명도로-90239","일반도로","국지도로","소로","6m미만"
"17800","무명도로-90240","일반도로","국지도로","소로","6m미만"
"17801","무명도로-90241","일반도로","국지도로","소로","6m미만"
"17802","무명도로-90242","일반도로","국지도로","소로","6m미만"
"17803","무명도로-90243","일반도로","국지도로","소로","6m미만"
"17804","무명도로-90244","일반도로","국지도로","소로","6m미만"
"17805","무명도로-90246","일반도로","국지도로","소로","6m미만"
"17806","무명도로-90247","일반도로","국지도로","소로","6m미만"
"17807","무명도로-90248","일반도로","국지도로","소로","6m미만"
"17808","무명도로-90250","일반도로","국지도로","소로","6m미만"
"17809","무명도로-90251","일반도로","국지도로","소로","6m미만"
"17810","무명도로-90252","일반도로","국지도로","소로","6m미만"
"17811","무명도로-90253","일반도로","국지도로","소로","6m미만"
"17812","무명도로-90254","일반도로","국지도로","소로","6m미만"
"17813","무명도로-90255","일반도로","국지도로","소로","6m미만"
"17814","무명도로-90256","일반도로","국지도로","소로","6m미만"
"17815","무명도로-90257","일반도로","국지도로","소로3류","폭6-8m"
"17816","무명도로-90259","일반도로","국지도로","소로","6m미만"
"17817","무명도로-90260","일반도로","국지도로","소로","6m미만"
"17818","무명도로-90261","일반도로","국지도로","소로","6m미만"
"17819","무명도로-90262","일반도로","국지도로","소로","6m미만"
"17820","무명도로-90263","일반도로","국지도로","소로","6m미만"
"17821","무명도로-90264","일반도로","국지도로","소로","6m미만"
"17822","무명도로-90265","일반도로","국지도로","소로","6m미만"
"17823","무명도로-90266","일반도로","국지도로","소로","6m미만"
"17824","무명도로-90267","일반도로","국지도로","소로","6m미만"
"17825","무명도로-90268","일반도로","국지도로","소로","6m미만"
"17826","무명도로-90269","일반도로","국지도로","소로","6m미만"
"17827","무명도로-90270","일반도로","국지도로","소로","6m미만"
"17828","무명도로-90272","일반도로","국지도로","소로","6m미만"
"17829","무명도로-90275","일반도로","국지도로","소로","6m미만"
"17830","무명도로-90276","일반도로","국지도로","소로","6m미만"
"17831","무명도로-90277","일반도로","국지도로","소로","6m미만"
"17832","무명도로-90279","일반도로","국지도로","소로","6m미만"
"17833","무명도로-9028","일반도로","기타","소로","6m미만"
"17834","무명도로-90280","일반도로","국지도로","소로","6m미만"
"17835","무명도로-90283","일반도로","국지도로","소로","6m미만"
"17836","무명도로-90284","일반도로","국지도로","소로","6m미만"
"17837","무명도로-90285","일반도로","국지도로","소로","6m미만"
"17838","무명도로-90286","일반도로","국지도로","소로","6m미만"
"17839","무명도로-90288","일반도로","국지도로","소로","6m미만"
"17840","무명도로-90290","일반도로","국지도로","소로3류","폭6-8m"
"17841","무명도로-90291","일반도로","국지도로","소로","6m미만"
